Character,script,ep_number,Book,total_number
Varrick,"You're on-screen talent, kid. Leave the storytelling to the masters. [Flash-cut to the scene from ""A New Spiritual Age"" in which Korra and Jinora are swallowed by a massive reptilian spirit.] So, the trouble begins when the Avatar is trapped in the Spirit World. The world's most evil villains realize that with Korra out of the way, the time is right to try to take out Bolin. [Cut to a shot of Bolin as Nuktuk in one of the movers, followed by another mover shot of the villains' hideout.] So, the worst of the worst team up. They're led by ... Zaheer, leader of the Red Lotus and master of the skies, a flying chaotic chaos machine! [Zaheer's montage is comprised of shots of him battling Korra in ""Venom of the Red Lotus"".] He's joined by ... Vaatu, the ultimate force of pure spirit evil in the universe. The biggest, meanest, scariest kite that ever flew! [Vaatu's montage is comprised of shots from ""Harmonic Convergence"" and ""Darkness Falls"".]",8,4,47
Bolin,"[Scenes of Vaatu avoiding Korra's elemental attacks from ""Darkness Falls"" plays on screen.] Wait! Zaheer didn't team up with Vaatu. How would that even happen?",8,4,47
Varrick,[As if it was obvious.] How do you think?,8,4,47
,"Cut to a shot of the Tree of Time; in the background, the ringing of a telephone can be heard. The shot cuts to Vaatu, imprisoned within the tree. He holds the mouth- and earpieces of a candlestick telephone up to the places where his mouth and ears should be.",8,4,47
Vaatu,Hello?,8,4,47
Zaheer,Hey. It's Zaheer.,8,4,47
Vaatu,"Oh. Hey, Zaheer.",8,4,47
,"The shot splits into halves as a separate shot of Zaheer, speaking on the other end of the line from the communication room at the Northern Air Temple from ""Enter the Void"", expands to occupy the right half of the screen.",8,4,47
Zaheer,[Suppressing a laugh with a half-smile.] Glad I caught you at home. [Slightly chuckles.],8,4,47
Vaatu,[Unamused.] Uh-huh. Very funny. Like I can leave this stupid tree.,8,4,47
Zaheer,"Hold on, let me conference in—",8,4,47
,"Cut to a level view of the stage as Amon emerges from a trapdoor in the stage with a line of Equalists behind him under loud approving cheers of the crowd. A spotlight is turned on, illuminating the Equalist leader, and the camera zooms in to a close-up.",8,4,47
Varrick,"Amon! The reanimated [Cut to a close-up of Amon.] zombie body [Cut to Amon bloodbending Korra and Mako.] of the bloodbending leader of the Equalists! [Amon's montage consists of his introduction in ""The Revelation"" and him bloodbending Korra and Mako in ""Endgame"".]",8,4,47
Amon,"[A shot of him on the phone slides in from the left of the shot, dividing the view into thirds.] Hey, guys, I'm totally in for taking out Bolin. He's way too powerful and awesome. But can we please not include—",8,4,47
,"A shot of Unalaq, as Varrick portrayed him in the black and white mover, slides into the frame from the left.",8,4,47
Unalaq,"Not include who, Amon?",8,4,47
Varrick,"[Narrating again.] The evil Unalaq. The diabolical but incredibly boring and unpopular sorcerer from the north, who's listening in on the other line!",8,4,47
Unalaq,"[Close-up.] I've spent my life trying to defeat Nuktuk, I mean, Bolin, and I know just where to find him: With all the beautiful ladies!",8,4,47
,"Scene cuts to a montage of Bolin being kissed by Ginger in ""Night of a Thousand Stars"" and by Eska in ""Darkness Falls"".",8,4,47
Varrick,"Yes, Bolin had a reputation as the world's greatest ladies' man.",8,4,47
Bolin,"Oooh, now the story's getting interesting.",8,4,47
Varrick,"After leaving the beautiful but emotionally unstable Water Tribe princess at the altar, [Various shots of Bolin and Eska from ""Rebel Spirit"" and ""Civil Wars, Part 2"".] he met a fetching airbender, the heir to a vast Earth Kingdom fortune! [Several shots of Bolin and Opal, mainly from ""The Metal Clan"".]",8,4,47
Bolin,"[As a chibi-head with blushed red cheeks, in the lower right as shots of Opal continue. Longingly and gushing.] Opal, so smart and caring, so pretty to smell, [Bursting into tears, his ramblings becoming more high-pitched.] and she'll probably never talk to me again because I'm so stupid! Stupid! So, so, so [Nearly a whisper.] stupid. [As he bawls, the scenes in which she rejects him from ""After All These Years"".]",8,4,47
Varrick,"[His own chibi-head popping up in the lower left, irked.] Pull it together, you leaky lug. [Cut back to the boat where Bolin silently cries in the corner with a refugee close to him watch him. Dramatically.] But the darkest moment is always right before the dawn! For at his lowest point, Bolin sought advice from the man who started it all, the wisest of the wise—Me!—for some of my signature sage advice! [Cut to a shot of Varrick on a dock with Bolin, followed by the scene in ""Peacekeepers"" where Varrick hangs inverted, brainstorming. The scene is voiced-over by his own narration.] Nuktuk, I mean, Bolin, there's only one thing for you to do if you want to save the Avatar and defeat the ""Fearsome Foursome"" [The scene freezes as Varrick's chibi head pops up in the lower right. Thinking.] —I'm not really sure if I like ""Fearsome"", I mean, ""Evil Squared"" might be better. Whatever— You have to assemble the fighting-est airbender army of all time! But it turns out the airbender recruits are a sorry lot, [Cut to the obstacle course training sequence from ""Original Airbenders"".] so Bolin brings them to a secret mountaintop training facility, where he teaches them the ancient art of dodging fruit and balancing on sticks! Meanwhile, back with Zombie Amon ...",8,4,47
,"Cut to the conference call; Unalaq's image has vanished from the frame, leaving just Amon, Vaatu, and Zaheer.",8,4,47
Amon,"Okay, guys, I think we finally ditched him.",8,4,47
Unalaq,"[His image sliding back into view; unamused.] Haha, very funny, I'm still on the line. So, about that evil plan to destroy Nuktuk.",8,4,47
,"One by one, Zaheer, Vaatu, and Amon all slide out of the frame to the right, leaving Unalaq by himself in the frame.",8,4,47
Unalaq,[After a brief pause.] Hello? Anyone there? [Insistent.] Guys!,8,4,47
,"The off-hook tone sounds from Unalaq's phone. Cut to a scene from ""The Metal Clan"", in which Bolin is trying to flirt with Opal.",8,4,47
Varrick,"And with danger closing in, Opal realizes how much she loves Bolin and forgives him for whatever stuff he was talking about earlier, which will probably not be in the final cut of the mover anyway.",8,4,47
Bolin,[As the scene switches to show Bolin and Opal standing in the metalbending courtyard; hopeful.] She does?,8,4,47
All refugees,Awww!,8,4,47
Varrick,"And she kisses Bolin, magically passing on the airbender power of flight!",8,4,47
,"Cut back to the boat, where Varrick stands posing as if he is a bird, his hand on his head to imitate plumage and his lips pursed in the kiss he mentioned.",8,4,47
Bolin,"Okay, that part seems a little unbelievable.",8,4,47
Varrick,"[On a roll, not dissuaded.] This is no time for thinking, kid! We're heading into the big finale! [Another clip from ""Original Airbenders"", a panning shot of the airbenders themselves.] Bolin gathers his airbender army to fight alongside Rotan and Juji against the Terror Square! [His chibi head in the upper right as a clip from a mover plays; enthusiastically.] Maybe that's the name of the bad guys, ""Terror Square""! [More pensive.] What about ""Legion of Darkness""? Well, we'll put a focus group on it. [Back to the plot once again.] Bolin teaches the airbenders to create a giant tornado. [As the clip of the tornado from ""Venom of the Red Lotus"" plays.] Then he flies around in the sky, [Mover clip of Bolin in the clutches of the giant bird.] pushes Zaheer into it, [Another clip from ""Venom of the Red Lotus"", showing Zaheer being pulled down into the tornado as he tries to escape with Korra.] turning him into wind, forever! But Bolin doesn't realize that the Universal Interplanetary Combination Zero-Hour—talk about a ticking clock—is almost upon him! [Clip of the planetary alignment during Harmonic Convergence seen from space from the episode ""Harmonic Convergence"".] And when Juji shoots his laser eyes at the evil Unalaq, [Mover clip.] the beams accidentally fly into the magic spirit doorway! [Clip from ""Harmonic Convergence"", in which the electric beams of energy jump from the arcing spirit portals to the Tree of Time.] They bounce off Vaatu, setting him free, [Clip of Vaatu's release.] and hit Bolin, turning him into a giant! [Shot of Korra's giant blue spirit and Bolin's head raising itself upright.] But when Vaatu is set free, the evil Unalaq, who has always been an annoyingly clingy person, is so close to Vaatu that they combine into one horrifying monster! [Clip from ""Darkness Falls"" in which Unalaq and Vaatu combine.] Giant Bolin and the evil UnaVaatu fight toe-to-toe, zapping each other with their laser beams as they stomp around Republic City! [Clip from ""Light in the Dark"" in which Korra and UnaVaatu do battle in the harbor.] It looks like the evil UnaVaatu might win! [UnaVaatu raises the giant Korra spirit, on the verge of corrupting it.] But thankfully, Bolin's spiritual mojo is so strong that he attracts the queen of the fairies! [The orb of light floats downward and in between giant spirit Korra and UnaVaatu, revealing Jinora with butterfly wings.] With her help, Bolin turns UnaVaatu into magic dust and sprays him into the sky. [Spirit Korra cleanses UnaVaatu and little flecks of cleansed spirit float upward into the air. Varrick is speaking almost in a revered tone.] And that's where the stars come from. [Clip from ""A New Spiritual Age"" in which the dragon spirit soars down toward Korra, nearly corrupted, and picks her up; Varrick's last sentence is rushed and mumbled.] Oh yeah, and he turns into a dragon and he goes into the Spirit World and he saves the Avatar. [Enthusiastically.] The end!",8,4,47
,"Flash-cut back to the boat as Varrick finishes his tale. After a moment, all the refugees rise to their feet, happily applauding Varrick's story. Bolin also rises to his feet.",8,4,47
Bolin,"[Incredulous.] Wait! You like that? [As the applause dies.] It didn't make any sense! What about Zombie Amon? What happened to him, huh? And-and-and-and stars are magic fairy dust? [Walking over to Baraz, clutching the front of his ragged shirt.] Are you guys crazy? [Turning his head to look at Ahnah.] Are you crazy?",8,4,47
Baraz,[Calmly.] It's just a mover. [Bolin lets go of him.] Don't over-think it. It's like a ride.,8,4,47
Varrick,"[Suddenly jumping up behind Bolin and putting an arm around his shoulder.] Never let the truth get in the way of a good story, kid! [Bolin is not amused.]",8,4,47
,Cut to credits.,8,4,47
,"The scene opens to the camera panning down from the tops of the buildings of Republic City to the entrance of the Spirit Wilds, where a small crowd has gathered.",9,4,48
Ryu,"Everyone! Mom! Can we stay together, please? The tour is about to begin.",9,4,48
Ryu's mother,"That's my boy. Ryu, he used to live in the basement, but then he got airbending, and he's been doing important Air Nation stuff all over the world. [Laughs.] His father and I are here, visiting him and, we're just having the best time in the big city, we're so proud. Right, honey?",9,4,48
Ryu's father,"Well, at least he has a job now.",9,4,48
Ryu,"[Shaking his mother's hand off his shoulder.] Mom, Dad, I'm trying to work!",9,4,48
,"The scene shifts to within the Spirit Wilds, where Ryu is reading his cue cards.",9,4,48
Ryu,"[Addressing the small crowd, none of which are looking at him except his mother.] Fun fact, everyone. All these vines were created by UnaVaatu when he battled giant spirit Korra for the fate of the world.",9,4,48
Tourist #1,"[Turning to talk to Ryu.] Excuse me, are we in the Spirit World right now?",9,4,48
Ryu,[Sighing.] No.,9,4,48
Tourist #1,"[Taking pictures of the ground, not looking at Ryu.] Is the Spirit World in the ground below us?",9,4,48
Ryu,[Getting irritated.] No! Can I just get through my cards?,9,4,48
Ryu's mother,"[Walking over to him.] Aw, honey, don't get flustered.",9,4,48
Ryu,[More irritated.] I'm not!,9,4,48
Tourist #1,"Uhh, why is that vine coming toward us?",9,4,48
,"The view switches to behind them, looking down the street; a single vine is moving, creeping along the ground like a snake.",9,4,48
